PERIODO;AMBITO;GERENCIA;TRAMOS_EDAD;SEXO;TIPO;ORD_CAT;GRUPO;CAT;ESPECIALIDAD;REGIMEN;VINCULACION;AÑO_FORM;TOTAL_EFECTIVOS;DESTINO ACTIVIDAD;TIPO_ESPECIALDAD;CENTRO_GESTOR
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;ONCOLOGIA RADIOTERAPICA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;ONCOLOGIA RADIOTERAPICA;LABORAL;FORM;AÑO 3;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;ONCOLOGIA RADIOTERAPICA;LABORAL;FORM;AÑO 4;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;OTORRINOLARINGOLOGIA;LABORAL;FORM;AÑO 1;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;OTORRINOLARINGOLOGIA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;OTORRINOLARINGOLOGIA;LABORAL;FORM;AÑO 4;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PEDIATRIA Y SUS AREAS ESPECIFICAS;LABORAL;FORM;AÑO 1;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PEDIATRIA Y SUS AREAS ESPECIFICAS;LABORAL;FORM;AÑO 2;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PEDIATRIA Y SUS AREAS ESPECIFICAS;LABORAL;FORM;AÑO 3;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PEDIATRIA Y SUS AREAS ESPECIFICAS;LABORAL;FORM;AÑO 4;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSICOLOGIA CLINICA;LABORAL;FORM;AÑO 1;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSICOLOGIA CLINICA;LABORAL;FORM;AÑO 2;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSICOLOGIA CLINICA;LABORAL;FORM;AÑO 3;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSIQUIATRIA;LABORAL;FORM;AÑO 1;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSIQUIATRIA;LABORAL;FORM;AÑO 2;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSIQUIATRIA;LABORAL;FORM;AÑO 3;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;PSIQUIATRIA;LABORAL;FORM;AÑO 4;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIODIAGNOSTICO;LABORAL;FORM;AÑO 1;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIODIAGNOSTICO;LABORAL;FORM;AÑO 2;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIODIAGNOSTICO;LABORAL;FORM;AÑO 3;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIODIAGNOSTICO;LABORAL;FORM;AÑO 4;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIOFARMACIA;LABORAL;FORM;AÑO 1;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIOFARMACIA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;RADIOFISICA HOSPITALARIA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;REUMATOLOGIA;LABORAL;FORM;AÑO 1;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;REUMATOLOGIA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;REUMATOLOGIA;LABORAL;FORM;AÑO 3;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;REUMATOLOGIA;LABORAL;FORM;AÑO 4;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;UROLOGIA;LABORAL;FORM;AÑO 1;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;UROLOGIA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;UROLOGIA;LABORAL;FORM;AÑO 3;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;UROLOGIA;LABORAL;FORM;AÑO 4;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1280;A1;LICENCIADO RESIDENTE;UROLOGIA;LABORAL;FORM;AÑO 5;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;21;A2;ENFERMERO/A ESPECIALISTA OBSTETRICO GINECOLOGICO (MATRONA);;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;22;A2;ENFERMERO/A ESPECIALISTA EN SALUD MENTAL;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;22;A2;ENFERMERO/A ESPECIALISTA EN SALUD MENTAL;;ESTATUTARIO;INTERINO POR VACANTE;;8;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;22;A2;ENFERMERO/A ESPECIALISTA EN SALUD MENTAL;;ESTATUTARIO;RESTO DE INTERINOS;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;23;A2;ENFERMERO/A ESPECIALISTA GERIATRICA;;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;24;A2;ENFERMERO/A ESPECIALISTA DEL TRABAJO;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;25;A2;ENFERMERO/A ESPECIALISTA PEDIATRICA;;ESTATUTARIO;INTERINO POR VACANTE;;10;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;FIJO;;53;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;INTERINO POR VACANTE;;507;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;30;A2;ENFERMERO/A;;ESTATUTARIO;RESTO DE INTERINOS;;66;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;45;A2;FISIOTERAPEUTA;;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;45;A2;FISIOTERAPEUTA;;ESTATUTARIO;INTERINO POR VACANTE;;4;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;45;A2;FISIOTERAPEUTA;;ESTATUTARIO;RESTO DE INTERINOS;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;48;A2;OPTICO OPTOMETRISTA;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;48;A2;OPTICO OPTOMETRISTA;;ESTATUTARIO;RESTO DE INTERINOS;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;DEL TRABAJO;LABORAL;FORM;AÑO 1;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;DEL TRABAJO;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;GERIATRICA;LABORAL;FORM;AÑO 1;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;GERIATRICA;LABORAL;FORM;AÑO 2;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;PEDIATRICA;LABORAL;FORM;AÑO 1;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;PEDIATRICA;LABORAL;FORM;AÑO 2;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;SALUD MENTAL;LABORAL;FORM;AÑO 1;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;< 40;M;P. SANITARIO FORM. UNIVERSITARIA;1285;A2;DIPLOMADO RESIDENTE;SALUD MENTAL;LABORAL;FORM;AÑO 2;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;471;A1;P.T. TITULADO SUPERIOR;;ESTATUTARIO;INTERINO POR VACANTE;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;630;C1;CONTROLADOR DE SUMINISTROS;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;690;C2;GOBERNANTA;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;950;C2;CARPINTERO;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;990;C2;ELECTRICISTA;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;990;C2;ELECTRICISTA;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;1080;C2;MECANICO;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. GESTION Y SERVICIOS;1200;E;CELADOR;;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. PROFESIONAL;64;C1;T.S. IMAGEN PARA EL DIAGNOSTICO Y MEDICINA NUCLEAR;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;APARATO DIGESTIVO;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;DERMATOLOGIA MEDICO-QUIRURGICA Y VENEREOLOGIA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;MEDICINA PREVENTIVA Y SALUD PUBLICA;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA MEDICA;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;H;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;CIRUGIA ORAL Y MAXILOFACIAL;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA QUIRURGICA;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;471;A1;P.T. TITULADO SUPERIOR;;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;520;A2;G. DE GESTION DE LA F.A.;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;700;C1;G. ADMINISTRATIVO;;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;690;C2;GOBERNANTA;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1030;C2;G. AUXILIAR ADMINISTRATIVO;;ESTATUTARIO;FIJO;;5;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1030;C2;G. AUXILIAR ADMINISTRATIVO;;ESTATUTARIO;INTERINO POR VACANTE;;5;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1180;C2;TELEFONISTA;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1200;E;CELADOR;;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1200;E;CELADOR;;ESTATUTARIO;INTERINO POR VACANTE;;6;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. GESTION Y SERVICIOS;1250;E;PINCHE;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. PROFESIONAL;62;C1;T.S. LABORATORIO;;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. PROFESIONAL;62;C1;T.S. LABORATORIO;;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;FIJO;;3;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. PROFESIONAL;70;C2;T.C.A.E.;;ESTATUTARIO;INTERINO POR VACANTE;;8;EFECTIVOS EN HOSPITALES TRADICIONALES;;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANALISIS CLINICOS;ESTATUTARIO;FIJO;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;ANESTESIOLOGIA Y REANIMACION;ESTATUTARIO;FIJO;;2;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188203
DATOS A 30 DE ABRIL DE 2023;HOSPITALARIA;H. U. RAMÓN Y CAJAL;>= 65;M;P. SANITARIO FORM. UNIVERSITARIA;1;A1;FACULTATIVO ESPECIALISTA;INMUNOLOGIA;ESTATUTARIO;INTERINO POR VACANTE;;1;EFECTIVOS EN HOSPITALES TRADICIONALES;AREA DE SERV. CENTRALES;171188203
