SECUENCIA;COD_AREA;DENOMINACION_AREA;COD_ORGANO_DIRECTIVO;DENOMINACION_ORGANO_DIRECTIVO;COD_GRUPO_PERSONAL;DESC__GRUPO_PERSONAL;COD_GRUPO_TITULACION;DESC_GRUPO_TITULACION;COD_CATEGORIA;DESC_CATEGORIA;COD_SEXO;DESC_SEXO;RANGO_EDAD;TOTAL_PERSONAS;MES_DATOS;ANIO_DATOS;FX_CARGA;FX_DATOS_INI;FX_DATOS_FIN
"4362";"10000023";"Alcaldía                                                                        ";"10220335";"Dirección General de la Coordinación de la Alcaldía                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"55 - 59";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4363";"10000023";"Alcaldía                                                                        ";"10220335";"Dirección General de la Coordinación de la Alcaldía                             ";"R";"Directivos";"X";"Sin grupo de titulación";"AD01";"ORGANO DIRECTIVO                                            ";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4364";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";" ";"";"E";"Eventual";"X";"Sin grupo de titulación";"A000";"PERSONAL EVENTUAL                                           ";"H";"Hombre";"40 - 44";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4365";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";" ";"";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"M";"Mujer";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4366";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";" ";"";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"55 - 59";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4367";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4368";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4369";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B002";"GRUPO A2 OTRAS ADMINISTRACIONES                             ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4370";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4371";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"50 - 54";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4372";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4373";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"65 - 69";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4374";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"25 - 29";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4375";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"40 - 44";3;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4376";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D065";"OFICIAL EDIFICIOS Y DEPENDENCIAS                            ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4377";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D065";"OFICIAL EDIFICIOS Y DEPENDENCIAS                            ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4378";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D065";"OFICIAL EDIFICIOS Y DEPENDENCIAS                            ";"H";"Hombre";"50 - 54";4;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4379";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4380";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4381";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D100";"OFICIAL MECANICO CONDUCTOR                                  ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4382";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"I";"Funcionario Interino";"E";"Certificado de Escolaridad";"E020";"PERSONAL OFICIOS DIVERSOS OFICIOS                           ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4383";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"L";"Laboral Fijo";"E";"Certificado de Escolaridad";"E020";"PERSONAL OFICIOS DIVERSOS OFICIOS                           ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4384";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10005748";"Secretaría General Técnica del Área de Gobierno de Desarrollo Urbano            ";"L";"Laboral Fijo";"E";"Certificado de Escolaridad";"WE07";"POSI";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4385";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4386";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A635";"TECNICO SUPERIOR                                            ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4387";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"M";"Mujer";"55 - 59";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4388";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"M";"Mujer";"60 - 64";3;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4389";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4390";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"35 - 39";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4391";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"60 - 64";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4392";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"50 - 54";3;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4393";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4394";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"M";"Mujer";"30 - 34";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4395";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4396";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"D";"Laboral indefinido";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"WB24";"TECNICO INFORMATICO";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4397";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10007902";"Dirección General de Planeamiento                                               ";"D";"Laboral indefinido";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"WC37";"PROGRAMADOR GIGS";"M";"Mujer";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4398";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"M";"Mujer";"40 - 44";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4399";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A002";"GRUPO A1 OTRAS ADMINISTRACIONES                            ";"H";"Hombre";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4400";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4401";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4402";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A645";"ARQUITECTO SUPERIOR                                         ";"H";"Hombre";"50 - 54";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4403";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4404";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"H";"Hombre";"55 - 59";5;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4405";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4406";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"55 - 59";3;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4407";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4408";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"35 - 39";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4409";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"55 - 59";6;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4410";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"60 - 64";3;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4411";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4412";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4413";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4414";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4415";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"35 - 39";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4416";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"55 - 59";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4417";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4418";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4419";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4420";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"H";"Hombre";"30 - 34";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4421";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"40 - 44";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4422";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4423";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"I";"Funcionario Interino";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"65 - 69";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4424";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10201679";"Dirección General de la Edificación                                             ";"R";"Directivos";"X";"Sin grupo de titulación";"AD01";"ORGANO DIRECTIVO                                            ";"H";"Hombre";"60 - 64";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4425";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"55 - 59";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4426";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A600";"TECNICO ADMINISTRACION GENERAL                              ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4427";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A635";"TECNICO SUPERIOR                                            ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4428";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A1";"Doctor,Licenciado,Arquitecto,Ingeniero o Equivalente";"A635";"TECNICO SUPERIOR                                            ";"H";"Hombre";"55 - 59";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4429";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B030";"ARQUITECTO TECNICO                                          ";"M";"Mujer";"60 - 64";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4430";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"M";"Mujer";"45 - 49";2;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4431";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4432";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"50 - 54";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4433";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"A2";"Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,F";"B035";"INGENIERO TECNICO                                           ";"H";"Hombre";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4434";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"45 - 49";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4435";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"C1";"Bachillerato,B.U.P.,F.P. 2º grado";"C005";"ADMINISTRATIVO                                              ";"M";"Mujer";"65 - 69";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
"4436";"10000025";"Área de Gobierno de Desarrollo Urbano                                           ";"10207430";"Dirección General de Planificación Estratégica                                  ";"F";"Funcionario";"C2";"Graduado Escolar,F.P. de 1º grado";"D005";"AUXILIAR ADMINISTRATIVO                                     ";"M";"Mujer";"40 - 44";1;1;2023;"2023-02-03 08:00:19.233";"2023-02-01";"2023-02-01"
